Periodo,Transecto,Sitio,Planta,Polinizador,
1,1,1,Helleborus viridis,Bombus terrestris,
1,1,1,Helleborus viridis,Bombus terrestris,
1,1,1,Helleborus viridis,Bombus terrestris,
1,1,1,Helleborus viridis,Bombus terrestris,
1,2,1,Helleborus viridis,Bombus terrestris,
1,2,1,Helleborus viridis,Bombus terrestris,
1,2,1,Helleborus viridis,Bombus terrestris,
1,2,1,Helleborus viridis,Bombus terrestris,
1,2,1,Helleborus viridis,Bombus terrestris,
1,2,1,Helleborus viridis,Bombus terrestris,
1,2,1,Helleborus viridis,Bombus terrestris,
1,2,1,Helleborus viridis,Bombus terrestris,
1,2,1,Helleborus viridis,Bombus terrestris,
1,2,1,Helleborus viridis,Bombus terrestris,
1,3,1,Helleborus viridis,Bombus terrestris,
1,3,1,Helleborus viridis,Bombus terrestris,
1,3,1,Helleborus viridis,Bombus terrestris,
1,2,2,Helleborus viridis,Bombus terrestris,
1,2,2,Helleborus viridis,Bombus terrestris,
1,2,2,Helleborus viridis,Bombus terrestris,
1,2,2,Taraxacum sp.,Diptera sp.,
1,2,2,Bellis perennis,Diptera sp.,
1,3,2,Helleborus viridis,Bombus terrestris,
1,3,2,Helleborus viridis,Bombus terrestris,
1,3,2,Helleborus viridis,Bombus terrestris,
1,3,2,Helleborus viridis,Bombus terrestris,
1,1,3,Lathyrus linifolius,Bombus pascuorum,
1,2,3,Lathyrus linifolius,Bombus pascuorum,
1,2,3,Lathyrus linifolius,Bombus sp.,
1,2,3,Taraxacum sp.,Lasioglossum sp. cf.,
1,2,3,Taraxacum sp.,Andrena sp.,
1,2,3,Lathyrus linifolius,Bombus pascuorum,
1,2,3,Taraxacum sp.,Anthophila sp.,
1,3,3,Lathyrus linifolius,Bombus pascuorum,
1,3,3,Lathyrus linifolius,bombus pascuorum,
1,3,3,Viola riviniana,Bombylius sp.,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Apis melifera,
1,1,4,Crataegus monogyna,Diptera sp.,
1,1,4,Lathyrus linifolius,Bombus hortorum,
1,1,4,Crataegus monogyna,Eristalis tenax,
1,2,4,Lathyrus linifolius,bombus pascuorum,
1,2,4,Lathyrus linifolius,bombus pascuorum,
1,2,4,Lathyrus linifolius,bombus pascuorum,
1,2,4,Crataegus monogyna,Apis melifera,
1,2,4,Crataegus monogyna,Apis melifera,
1,2,4,Crataegus monogyna,Diptera sp.,
1,2,4,Crataegus monogyna,Diptera sp.,
1,2,4,Crataegus monogyna,Apis melifera,
1,2,4,Crataegus monogyna,Apis melifera,
1,2,4,Crataegus monogyna,Apis melifera,
1,2,4,Crataegus monogyna,Apis melifera,
1,2,4,Crataegus monogyna,Apis melifera,
1,2,4,Crataegus monogyna,Apis melifera,
1,2,4,Crataegus monogyna,Apis melifera,
1,2,4,Crataegus monogyna,Lasioglossum sp.,
1,2,4,Crataegus monogyna,Lasioglossum sp.,
1,2,4,Lathyrus linifolius,Bombus pascuorum,
1,2,4,Lathyrus linifolius,Bombus pascuorum,
1,2,4,Lathyrus linifolius,Bombus pascuorum,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Apis melifera,
1,3,4,Crataegus monogyna,Diptera sp.,
1,3,4,Crataegus monogyna,Diptera sp.,
1,3,4,Lathyrus linifolius,Bombus pascuorum,
1,3,4,Lathyrus linifolius,Bombus pascuorum,
1,1,5,Taraxacum sp.,Lasioglossum sp.,
1,1,5,Taraxacum sp.,Lasioglossum sp.,
1,2,5,Taraxacum sp.,Apoidea sp.,
1,2,5,Taraxacum sp.,Apoidea sp.,
1,2,5,Taraxacum sp.,Formicidae sp.,
1,2,5,Taraxacum sp.,Lasioglossum sp.,
1,3,5,Taraxacum sp.,Formicidae sp.,
1,3,5,Taraxacum sp.,Formicidae sp.,
1,2,6,Scilla verna,Lasioglossum sp.,
1,2,6,Scilla verna,Lasioglossum sp.,
1,3,6,Anemone nemorosa,Diptera sp.,
1,1,7,Anemone nemorosa,Diptera sp.,
1,2,7,Taraxacum sp.,Lasioglossum sp.,
1,2,7,Taraxacum sp.,Andrena sp.,
1,2,7,Bellis perennis,Diptera sp.,
1,2,7,Bellis perennis,Diptera sp.,
1,2,7,Potentilla sterillis,Andrena sp.,
1,2,7,Taraxacum sp.,Lasioglossum sp.,
1,2,7,Taraxacum sp.,Coleoptera sp.,
1,2,7,Bellis perennis,Diptera sp.,
1,2,7,Taraxacum sp.,Coleoptera sp.,
1,2,7,Taraxacum sp.,Lasioglossum sp.,
1,2,7,Bellis perennis,Diptera sp.,
1,2,7,Taraxacum sp.,Lasioglossum sp.,
1,2,7,Bellis perennis,Lasioglossum sp.,
1,3,7,Bellis perennis,Diptera sp.,
1,3,7,Taraxacum sp.,Lasioglossum sp.,
1,3,7,Taraxacum sp.,Coleoptera sp.,
1,3,7,Taraxacum sp.,Apoidea sp.,
1,3,7,Taraxacum sp.,Apoidea sp.,
1,3,7,Bellis perennis,Diptera sp.,
1,3,7,Taraxacum sp.,Lasioglossum sp.,
1,3,7,Bellis perennis,Diptera sp.,
1,3,7,Bellis perennis,Diptera sp.,
1,3,7,Bellis perennis,Lasioglossum sp.,
1,1,8,Potentilla erecta,Diptera sp.,
1,1,8,Scilla verna,Bombylius sp.,
1,1,8,Scilla verna,Bombylius sp.,
1,1,8,Potentilla erecta,Lasioglossum sp.,
1,1,8,Anemone nemorosa,Diptera sp.,
1,2,8,Potentilla erecta,Formicidae sp.,
1,2,8,Potentilla erecta,Formicidae sp.,
1,2,8,Potentilla erecta,Diptera sp.,
1,2,8,Scilla verna,Lasioglossum sp.,
1,2,8,Scilla verna,Lasioglossum sp.,
1,2,8,Potentilla erecta,Formicidae sp.,
1,2,8,Pedicularis sylvatica,Lasioglossum sp.,
1,3,8,Potentilla erecta,Formicidae sp.,
1,3,8,Potentilla erecta,Diptera sp.,
1,3,8,Pedicularis sylvatica,Bombus sp.,
1,3,8,Pedicularis sylvatica,Bombus sp.,
1,3,8,Pedicularis sylvatica,Bombus sp.,
1,3,8,Pedicularis sylvatica,Bombus sp.,
1,3,8,Potentilla erecta,Formicidae sp.,
1,1,9,Narcissus pseudonarcissus subs. palidiflorus,Diptera sp.,
1,1,9,Narcissus pseudonarcissus subs. palidiflorus,Hymenoptera sp.,
1,1,9,Anemone nemorosa,Hymenoptera sp.,
1,1,9,Anemone nemorosa,Macroglossum stellatarum,
1,1,9,Anemone nemorosa,Diptera sp.,
1,1,9,Anemone nemorosa,Hymenoptera sp.,
1,1,9,Anemone nemorosa,Diptera sp.,
1,1,9,Anemone nemorosa,Diptera sp.,
1,1,9,Anemone nemorosa,Bombus terrestris,
1,2,9,Bellis perennis,Hymenoptera sp.,
1,2,9,Oxalis acetosella,Hymenoptera sp.,
1,2,9,Oxalis acetosella,Hymenoptera sp.,
1,2,9,Anemone nemorosa,Hymenoptera sp.,
1,2,9,Bellis perennis,Hymenoptera sp.,
1,2,9,Saxifraga sp.,Hymenoptera sp.,
1,2,9,Bellis perennis,Diptera sp.,
1,2,9,Bellis perennis,Diptera sp.,
1,2,9,Anemone nemorosa,Hymenoptera sp.,
1,3,9,Anemone nemorosa,Diptera sp.,
1,3,9,Bellis perennis,Nomada sp.,
1,1,10,Taraxacum sp.,Bombyliidae sp. ,
1,1,10,Bellis perennis,Diptera sp.,
1,2,10,Bellis perennis,Diptera sp.,
1,2,10,Taraxacum sp.,Formicidae sp.,
1,2,10,Taraxacum sp.,Formicidae sp.,
1,2,10,Taraxacum sp.,Andrena sp.,
1,2,10,Taraxacum sp.,Formicidae sp.,
1,2,10,Taraxacum sp.,Formicidae sp.,
1,2,10,Taraxacum sp.,Formicidae sp.,
1,2,10,Taraxacum sp.,Formicidae sp.,
1,2,10,Taraxacum sp.,Formicidae sp.,
1,2,10,Taraxacum sp.,Formicidae sp.,
1,2,10,Potentilla erecta,Formicidae sp.,
1,2,10,Taraxacum sp.,Formicidae sp.,
1,2,10,Taraxacum sp.,Formicidae sp.,
1,2,10,Taraxacum sp.,Formicidae sp.,
1,2,10,Taraxacum sp.,Formicidae sp.,
1,2,10,Taraxacum sp.,Formicidae sp.,
1,2,10,Taraxacum sp.,Apoidea sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Formicidae sp.,
1,3,10,Taraxacum sp.,Anthophila sp.,
1,3,10,Bellis perennis,Diptera sp.,
1,3,10,Bellis perennis,Diptera sp.,
1,3,10,Bellis perennis,Diptera sp.,
1,1,15,Helleborus viridis,Bombus terrestris,
1,1,15,Taraxacum sp.,Andrena sp. ,
1,1,15,Taraxacum sp.,Formicidae sp.,
1,1,15,Taraxacum sp.,Andrena sp. ,
1,1,15,Helleborus viridis,Bombus terrestris,
1,1,15,Taraxacum sp.,Syrphid sp ,
1,1,15,Taraxacum sp.,Lasioglossum sp. ,
1,1,15,Taraxacum sp.,Macroglossum stellatarum,
1,1,15,Taraxacum sp.,Macroglossum stellatarum,
1,1,15,Bellis perennis,Diptera sp.,
1,1,15,Taraxacum sp.,Andrena sp. ,
1,1,15,Taraxacum sp.,Lasioglossum sp. ,
1,1,15,Taraxacum sp.,Andrena sp. ,
1,2,15,Taraxacum sp.,Andrena sp. ,
1,2,15,Potentilla montana,Andrena sp.,
1,2,15,Bellis perennis,Diptera sp.,
1,2,15,Taraxacum sp.,Diptera sp.,
1,2,15,Taraxacum sp.,Andrena sp. ,
1,2,15,Taraxacum sp.,Diptera sp.,
1,2,15,Taraxacum sp.,Diptera sp.,
1,2,15,Bellis perennis,Diptera sp.,
1,2,15,Taraxacum sp.,Diptera sp.,
1,2,15,Taraxacum sp.,Formicidae sp.,
1,2,15,Taraxacum sp.,Formicidae sp.,
1,2,15,Taraxacum sp.,Andrena sp. ,
1,2,15,Taraxacum sp.,Lasioglossum sp. ,
1,3,15,Taraxacum sp.,Formicidae sp.,
1,3,15,Taraxacum sp.,Andrena sp. ,
1,3,15,Taraxacum sp.,Andrena sp. ,
1,3,15,Bellis perennis,Andrena sp. ,
1,3,15,Taraxacum sp.,Andrena sp. ,
1,3,15,Potentilla sterillis,Andrena sp. ,
1,3,15,Taraxacum sp.,Andrena sp. ,
1,3,15,Taraxacum sp.,Formicidae sp.,
1,3,15,Taraxacum sp.,Diptera sp.,
1,3,15,Taraxacum sp.,Diptera sp.,
1,1,16,Helleborus viridis,Bombus terrestris,
1,1,16,Taraxacum sp.,Hymenoptera sp. ,
1,1,16,Taraxacum sp.,Osmia sp.,
1,1,16,Taraxacum sp.,Apis mellifera,
1,1,16,Taraxacum sp.,Macroglossum stellatarum,
1,1,16,Taraxacum sp.,Macroglossum stellatarum,
1,1,16,Taraxacum sp.,Macroglossum stellatarum,
1,1,16,Potentilla sterillis,Formicidae sp.,
1,1,16,Potentilla sterillis,Formicidae sp.,
1,1,16,Helleborus viridis,Bombus terrestris,
1,1,16,Bellis perennis,Diptera sp.,
1,1,16,Bellis perennis,Lepidoptera sp. ,
1,2,16,Helleborus viridis,Hymenoptera sp. ,
1,2,16,Helleborus viridis,Bombus terrestris,
1,2,16,Helleborus viridis,Bombus terrestris,
1,2,16,Ranunculus ficaria,Diptera sp.,
1,2,16,Taraxacum sp.,Lepidoptera sp. ,
1,2,16,Helleborus viridis,Hymenoptera sp. ,
1,2,16,Bellis perennis,Diptera sp.,
1,2,16,Bellis perennis,Diptera sp.,
1,2,16,Helleborus viridis,Bombus terrestris,
1,2,16,Helleborus viridis,Bombus terrestris,
1,2,16,Helleborus viridis,Bombus terrestris,
1,2,16,Helleborus viridis,Bombus terrestris,
1,2,16,Helleborus viridis,Bombus terrestris,
1,2,16,Helleborus viridis,Bombus terrestris,
1,2,16,Helleborus viridis,Bombus terrestris,
1,2,16,Helleborus viridis,Bombus terrestris,
1,3,16,Taraxacum sp.,Hymenoptera sp. ,
1,3,16,Bellis perennis,Diptera sp.,
1,3,16,Bellis perennis,Sphaerophoria sp. ,
1,3,16,Taraxacum sp.,Formicidae sp.,
1,3,16,Taraxacum sp.,Formicidae sp.,
1,3,16,Taraxacum sp.,Formicidae sp.,
1,3,16,Bellis perennis,Diptera sp.,
1,3,16,Bellis perennis,Diptera sp.,
1,3,16,Helleborus viridis,Bombus terrestris,
1,3,16,Helleborus viridis,Bombus terrestris,
1,3,16,Helleborus viridis,Bombus terrestris,
1,3,16,Helleborus viridis,Bombus terrestris,
1,3,16,Helleborus viridis,Bombus terrestris,
1,3,16,Helleborus viridis,Bombus terrestris,
1,3,16,Helleborus viridis,Bombus terrestris,
1,3,16,Helleborus viridis,Bombus terrestris,
1,3,16,Helleborus viridis,Bombus terrestris,
1,3,16,Helleborus viridis,Bombus terrestris,
1,1,11,Vaccinium myrtillus,Bombus pascuorum,
1,1,11,Vaccinium myrtillus,Formicidae sp.,
1,1,11,Vaccinium myrtillus,Formicidae sp.,
1,1,11,Vaccinium myrtillus,Formicidae sp.,
1,1,11,Vaccinium myrtillus,Formicidae sp.,
1,1,11,Vaccinium myrtillus,Formicidae sp.,
1,1,11,Vaccinium myrtillus,Formicidae sp.,
1,2,11,Vaccinium myrtillus,Formicidae sp.,
1,3,11,Vaccinium myrtillus,Formicidae sp.,
1,3,11,Vaccinium myrtillus,Formicidae sp.,
1,3,11,Vaccinium myrtillus,Formicidae sp.,
1,3,11,Vaccinium myrtillus,Formicidae sp.,
1,3,11,Vaccinium myrtillus,Formicidae sp.,
1,3,11,Vaccinium myrtillus,Formicidae sp.,
1,3,11,Vaccinium myrtillus,Formicidae sp.,
1,3,11,Vaccinium myrtillus,Formicidae sp.,
1,1,12,Helleborus viridis,Apis mellifera,
1,1,12,Helleborus viridis,Apis mellifera,
1,1,12,Helleborus viridis,Apis mellifera,
1,1,12,Taraxacum sp.,Eupeodes sp. ,
1,2,12,Helleborus viridis,Bombus terrestris,
1,2,12,Potentilla sterillis,Formicidae sp.,
1,2,12,Bellis perennis,Diptera sp.,
1,2,12,Taraxacum sp.,Lasioglossum sp. ,
1,2,12,Taraxacum sp.,Lasioglossum sp. ,
1,2,12,Taraxacum sp.,Lepidoptera sp. ,
1,2,12,Taraxacum sp.,Lepidoptera sp. ,
1,2,12,Bellis perennis,Hymenoptera sp. ,
1,2,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Diptera sp.,mismo indi
1,3,12,Bellis perennis,Diptera sp.,mismo indi
1,3,12,Bellis perennis,Diptera sp.,mismo indi
1,3,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Apoidea sp.,Abejita negra
1,3,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Diptera sp.,
1,3,12,Bellis perennis,Diptera sp.,
1,1,13,Potentilla montana,Diptera sp.,
1,1,13,Taraxacum sp.,Formicidae sp.,
1,1,13,Taraxacum sp.,Formicidae sp.,
1,1,13,Taraxacum sp.,Formicidae sp.,
1,1,13,Taraxacum sp.,Formicidae sp.,
1,1,13,Taraxacum sp.,Formicidae sp.,
1,1,13,Taraxacum sp.,Formicidae sp.,
1,1,13,Taraxacum sp.,Formicidae sp.,
1,1,13,Taraxacum sp.,Formicidae sp.,
1,1,13,Taraxacum sp.,Formicidae sp.,
1,1,13,Taraxacum sp.,Formicidae sp.,
1,1,13,Taraxacum sp.,Formicidae sp.,
1,1,14,Helleborus viridis,Bombus terrestris,
1,1,14,Helleborus viridis,Bombus terrestris,
1,1,14,Helleborus viridis,Bombus terrestris,
1,2,14,Ranunculus ficaria,Hymenoptera sp.,
1,3,14,Ranunculus ficaria,Hymenoptera sp.,
1,3,14,Helleborus viridis,Bombus terrestris,
1,3,14,Helleborus viridis,Bombus terrestris,
1,3,14,Ranunculus ficaria,Hymenoptera sp.,
1,3,14,Ranunculus ficaria,Hymenoptera sp.,
1,3,14,Potentilla sterillis,Diptera sp.,
1,3,14,Potentilla sterillis,Hymenoptera sp.,
1,3,14,Taraxacum sp. ,Apis mellifera,
1,3,14,Taraxacum sp.,Anthophila sp.,
2,1,1,Helleborus viridis,Bombus sp.,
2,1,1,Helleborus viridis,Bombus sp.,
2,1,1,Helleborus viridis,Bombus sp.,
2,1,1,Helleborus viridis,Bombus sp.,
2,2,1,Taraxacum sp. ,Diptera sp.,
2,2,1,Helleborus viridis,Bombus sp.,
2,2,1,Bellis perennis,Diptera sp.,
2,2,1,Taraxacum sp. ,Amdrena sp.,
2,2,1,Bellis perennis,Diptera sp.,
2,3,1,Taraxacum sp. ,Lasioglossum sp. ,
2,3,1,Helleborus viridis,Bombus sp.,
2,3,1,Taraxacum sp. ,Andrena sp.,
2,1,2,Taraxacum sp. ,Bombus terrestris,
2,1,2,Taraxacum sp. ,Bombus terrestris,
2,1,2,Taraxacum sp. ,Bombus terrestris,
2,1,2,Viola riviniana,Bombus pascuorum,
2,1,2,Viola riviniana,Bombus pascuorum,
2,1,2,Viola riviniana,Bombus pascuorum,
2,1,2,Viola riviniana,Bombus pascuorum,
2,1,2,Helleborus viridis,Bombus pascuorum,
2,1,2,Taraxacum sp. ,Bombus terrestris,
2,1,2,Taraxacum sp. ,Bombus terrestris,
2,1,2,Taraxacum sp. ,Bombus terrestris,
2,2,2,Taraxacum sp. ,Eristalis texax,
2,2,2,Taraxacum sp. ,Eristalis texax,
2,2,2,Viola riviniana,Bombus pascuorum,
2,2,2,Taraxacum sp. ,Formicidae sp. ,
2,2,2,Bellis perennis,Diptera sp.,
2,2,2,Bellis perennis,Formicidae sp. ,
2,2,2,Bellis perennis,Eupeodes sp.,
2,2,2,Bellis perennis,Diptera sp.,
2,2,2,Bellis perennis,Diptera sp.,
2,2,2,Taraxacum sp. ,Bombus terrestris,
2,2,2,Taraxacum sp. ,Bombus terrestris,
2,2,2,Taraxacum sp. ,Bombus terrestris,
2,2,2,Taraxacum sp. ,Bombus terrestris,
2,2,2,Bellis perennis,Diptera sp.,
2,2,2,Bellis perennis,Diptera sp.,
2,2,2,Bellis perennis,Diptera sp.,
2,2,2,Taraxacum sp. ,Apis mellifera,
2,2,2,Taraxacum sp. ,Apis mellifera,
2,2,2,Taraxacum sp. ,Apis mellifera,
2,2,2,Bellis perennis,Diptera sp.,
2,2,2,Bellis perennis,Diptera sp.,
2,2,2,Taraxacum sp. ,Bombus terrestris,
2,2,2,Taraxacum sp. ,Bombus terrestris,
2,2,2,Taraxacum sp. ,Bombus terrestris,
2,3,2,Bellis perennis,Diptera sp.,
2,3,2,Taraxacum sp. ,Bombus terrestris,
2,3,2,Taraxacum sp. ,Bombus terrestris,
2,3,2,Helleborus viridis,Bombus terrestris,
2,3,2,Bellis perennis,Eupeodes sp.,
2,3,2,Viola riviniana,Bombus pratorum,
2,3,2,Taraxacum sp. ,Bombus pratorum,
2,1,3,Lathyrus linifolius,Bombus sp.,
2,1,3,Lathyrus linifolius,Bombus sp.,
2,2,3,Potentilla montana,Lasioglossum sp. ,
2,2,3,Lathyrus linifolius,Bombus lapidarius,
2,2,3,Lathyrus linifolius,Eucera sp.,
2,3,3,Potentilla montana,Apis mellifera,
2,3,3,Potentilla montana,Apis mellifera,
2,3,3,Potentilla erecta,Coleoptera sp.,
2,3,3,Potentilla montana,Lasioglossum sp.,
2,3,3,Potentilla montana,Andrena sp.,
2,3,3,Scilla verna,Andrena sp.,
2,3,4,Lotus corniculatus,Lasioglossum sp. ,
2,3,4,Lotus corniculatus,Lasioglossum sp. ,
2,3,4,Potentilla montana,Coleoptera sp.,
2,3,4,Potentilla montana,Apocrita sp.,
2,3,4,Potentilla montana,Coleoptera sp.,
2,3,4,Potentilla montana,Coleoptera sp.,
2,1,7,Bellis perennis,Diptera sp.,
2,1,7,Taraxacum sp. ,Apis mellifera,
2,1,7,Taraxacum sp. ,Apis mellifera,
2,1,7,Bellis perennis,Diptera sp.,
2,2,7,Taraxacum sp. ,Lasioglossum sp.,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,2,7,Bellis perennis,Diptera sp.,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,2,7,Bellis perennis,Diptera sp.,
2,2,7,Bellis perennis,Eristalis similis,
2,2,7,Bellis perennis,Diptera sp.,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,2,7,Taraxacum sp. ,Apis mellifera,
2,3,7,Bellis perennis,Lasioglossum sp.,
2,3,7,Taraxacum sp. ,Andrena sp.,
2,3,7,Bellis perennis,Diptera sp.,
2,3,7,Taraxacum sp. ,Apis mellifera,
2,3,7,Taraxacum sp. ,Diptera sp.,
2,3,7,Bellis perennis,Syrphidae sp.,
2,3,7,Bellis perennis,Lasioglossum sp.,
2,3,7,Taraxacum sp. ,Diptera sp.,
2,3,7,Bellis perennis,Diptera sp.,
2,3,7,Bellis perennis,Diptera sp.,
2,3,7,Bellis perennis,Diptera sp.,
2,3,7,Bellis perennis,Diptera sp.,
2,3,7,Taraxacum sp. ,Apis mellifera,
2,3,7,Taraxacum sp. ,Apis mellifera,
2,3,7,Bellis perennis,Nabidae sp.,
2,3,7,Taraxacum sp. ,Apis mellifera,
2,3,7,Oxalis acetosella,Andrena sp.,
2,3,7,Oxalis acetosella,Andrena sp.,
2,3,7,Oxalis acetosella,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Anemone nemorosa,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,1,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Potentilla erecta,Formicidae sp. ,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Potentilla erecta,Apoidea sp. ,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Scilla verna,Diptera sp.,
2,2,8,Potentilla erecta,Hymenoptera sp. ,
2,2,8,Anemone nemorosa,Hymenoptera sp. ,
2,2,8,Potentilla erecta,Hymenoptera sp. ,
